Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
Experimental Physics Intern (Immediate or later),Atomionics,,5/2/24,https://www.linkedin.com/jobs/view/3822733365/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=C68NZ1V5f%2FahphugTB%2Blnw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Role Summary

Atomionics is looking for a motivated physics intern with a keen interest in cold atom physics. In this role, you will have the opportunity to collaborate with an interdisciplinary team of professionals dedicated to pioneering advancements in gravity measurement solutions within the rapidly growing field of quantum sensing. Join us on our journey to develop disruptive technologies with the potential to revolutionize industries that are the backbones of society. This position offers a unique learning experience and the chance to work at the intersection of research and commercialization at the forefront of innovation.

The following requirements serve as general guidelines. If you believe in our vision and are interested in this role at Atomionics, we encourage you to apply. We value the opportunity to explore your unique qualifications and assess whether you would be a suitable addition to our team.

Responsibilities


Assist toward the development of cold atom sensors by laser cooling atoms to almost absolute zero, performing atom interferometry experiments, etc.
Conduct experimental testing to understand the environmental effects on quantum sensors
Analyze experimental data and propose appropriate methods to refine the quantum sensors


About You


An absolutely driven individual with creative problem solving skills, analytical mind, and persistence, ideally demonstrated
Curious and interested to learn about cold atom physics and push the limits of applying physics outside the laboratory environment
Excited about interdisciplinary understanding of systems


Even better if you have


Experience in cold atom physics theory or experiments
Experience working with lasers and optics
Working knowledge of Python


What We Can Offer You


A comprehensive immersion into the intricacies of deep tech research, encompassing product development and strategic aspects within a high-growth startup environment
Industry experience for physicists - acquire insights and learn best practices in the fields of engineering and physics, ensuring a holistic overview
A book/hobby project allowance to help you grow and collectively build the Atomionics library
Board games and curry night


Only open to candidates residing in Singapore and legally authorized to do internships here. WHP holders are welcome. Minimum duration of 3 months, preferably 6 months.

Desired Skills and Experience
Python, Signal Processing, Physics

Posted on Feb 5, 2024."
Games Intern - Singapore Marketing (Summer 2024),Shopee,,29/2/24,https://www.linkedin.com/jobs/view/3838524307/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=KRNctn7uX%2BD8DOb1fSlFJQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job Description


Conceptualise new ideas and feature improvement for games within the Shopee app to drive user engagement
Collaborate closely with the team on the end-to-end execution of games and related marketing campaigns
Collaborate with internal stakeholders to ensure smooth operations of games
Close monitoring of competitors and deliver key insights and findings
Support the team on regular reporting, including data analysis and visualisation for games and features performance


Requirements


Currently pursuing a/enrolled in Bachelor's Degree in Marketing or related field
Excellent verbal and written communication skills
Possess a creative and curious mindset
Strong analytical skills and proficiency in Microsoft Excel
Fast and self-motivated learner with a keen eye for detail
Strong passion for playing all types of games across multiple genres, particularly mobile games
Basic knowledge of Adobe Photoshop and/or Adobe Illustrator

Posted on Feb 29, 2024."
"Supplier Management Intern - Retail, Business Development (Summer 2024)",Shopee,,23/1/24,https://www.linkedin.com/jobs/view/3812736533/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=pXs7dc7IBd9FlDOSQKllTg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job Description


Support daily supplier management operations, including consolidating data, maintaining database and ensuring margin input accuracy
Conduct data analysis on supplier performance improvement
Handle supplier's requests
Assist in initiatives including margin improvement, competitor market survey benchmarking, etc


Requirements


Currently pursuing a Bachelor’s degree or diploma in any related discipline
Strong proficiency in Microsoft Excel 
Excellent communication skills
Full-time interns preferred (3-6 months)
Part-time interns who can commit at least 3 working days a week are also welcome to apply

Posted on Jan 23, 2024."
"Brand Analytics Intern, Regional Brand Partnerships (Spring 2024)",Shopee,,19/1/24,https://www.linkedin.com/jobs/view/3728300618/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=4L7EYvyMYgTVIMPAy8SzEQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job Description


Utilise SQL/Pyspark/Python to collect data from multiple sources; creating integrated views that can be used to drive decision making
Collaborate with Key Account Managers to conduct in-depth brand performance analysis 
Develop and design reports/dashboards for brand partners
Assist team members on other tasks assigned


Requirements


Currently pursuing a Bachelor's degree or higher in Statistics, Computer Science, IS, Engineering, Business Analytics, or related field
Proficient in Microsoft Excel, SQL and Python
Ability to analyse data and derive key insights that guide business decisions
Ability to pay attention to details and manage tasks effectively 
Full-time interns preferred (3-6 months)
Part-time interns (commit at least 3 working days a week) are also welcomed to apply

Posted on Sep 26, 2023."
Logistics & Supply Chain Intern,Singapore Economic Development Board (EDB),,13/3/24,https://www.linkedin.com/jobs/view/3817424590/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=OOTuXGJ3qY4aY60UMabSaA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
[What the role is]

About EDB

The Singapore Economic Development Board (EDB), a government agency under the Ministry of Trade and Industry, is responsible for strategies that enhance Singapore’s position as a global centre for business, innovation, and talent. We undertake investment promotion and industry development, and work with international businesses, both foreign and local, by providing information, connection to partners and access to government incentives for their investments. Our mission is to create sustainable economic growth, with vibrant business and good job opportunities for Singapore.

For more information on EDB, please visit www.edb.gov.sg

Project Title: Singapore’s Inaugural Supply Chain & Connectivity Week 2024

[What you will be working on]

Role

The intern will play a critical role in the organisation of Singapore’s inaugural Supply Chain and Connectivity (SCC) Week in October 2024, and to support in the smooth delivery of the following key outcomes:


Curation of the overall event programme that addresses the latest trends and developments in the supply chain and connectivity domain
Develop the overall event marketing messages that reflects Singapore’s ambitions to be a globally leading supply chain and connectivity hub 
Overall project management and to ensure overall smooth planning and execution for the event 


Learning Outcomes And Other Experiences


Understand latest trends and developments that will pose threats and opportunities to the supply chain and connectivity domain 
Understand Singapore’s strategic plans to strengthen our position as a globally leading supply chain and connectivity hub 
Understand EDB’s efforts to partner global companies to develop and strengthen Singapore’s supply chain and connectivity ecosystem 


[What we are looking for]


Singaporean/PR
Studies in Supply Chain Management, Logistics, Project Management, Engineering or any related areas
Available for a 3-month internship from Aug - Oct 2024
Skills in marketing, PR or graphic design are a plus but not compulsory

Posted on Jan 29, 2024."
ANALYTICS & INSIGHTS MANAGEMENT INTERN - P&G SUMMER 2024,Procter & Gamble,,8/2/24,https://www.linkedin.com/jobs/view/3825484698/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=%2BFCTh%2FVfr%2Bm1UjppDdXY3Q%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job Location

Singapore

Job Description

P&G is the largest consumer packaged goods company in the world. We have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. This brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges.

Are you energized by solving tough business problems that involve a mix of insights, unleashing growth opportunities and working with data to codify opportunities? Are you curious?

If so, then a role in Analytics and Insights (A&I) is for you! In A&I, we combine human insights, analytics and our ability to work with data to directly influence business strategy, product design, pricing, media investments, retail, go to market strategy … and much more. We use our boundless curiosity to discover what consumers want, along with an in-depth analytical approach to data deep dive and predictive models to enable insights into how our consumers, markets, and retailers behave.

Your role in A&I will be an active mix of getting your hands dirty in big data, data modeling, analytics while staying in touch with the consumer insights, behaviors and deep understanding of their psychology- all of this brought to life through powerful storytelling and consumer insights that are translated into winning ideas. You will be an advocate for the consumer AND the business data that will drive meaningful business growth. If this is YOU, here’s your opportunity! We’re looking for hardworking, data driven and curious individuals to join us in A&I and help us grow the business!

To give you a flavour, these are some of the projects and results that our ex-interns have worked on:


 Completed a full scale consumer trends analysis on handwashing habits
 Developed a pricing strategy for the power variants for detergents
 Analysed retailer insights to conclude in store drivers for share growth and decide on the sales strategy accordingly


Job Qualifications

You are a good fit for this role if you:


Are working towards a Bachelor’s or Master’s degree and graduating between December 2024 – May 2025
Are studying Market Research, Consumer Behavior, Anthropology, Cognitive Psychology, Mathematics/Data Science, Statistics, Computer Science, or quantitative social sciences, and in good academic standing. 
Have strong analytical skills, using multiple data sources with basic knowledge on data transformation programs 
Are passionate, curious researcher with strong observational and analytical skills. 
Have creativity, innovation, initiative, follow-through, strong written and verbal communication, and priority-setting skills. 


About Us

We produce globally recognized brands and we grow the best business leaders in the industry. With a portfolio of trusted brands as diverse as ours, it is paramount our leaders are able to lead with courage the vast array of brands, categories and functions. We serve consumers around the world with one of the strongest portfolios of trusted, quality, leadership brands, including Always®, Ariel®, Gillette®, Head & Shoulders®, Herbal Essences®, Oral-B®, Pampers®, Pantene®, Tampax® and more. Our community includes operations in approximately 70 countries worldwide. Visit http://www.pg.com to know more.

Our consumers are diverse and our talents - internally - mirror this diversity to best serve it. That is why we’re committed to building a winning culture based on Inclusion and our ideal candidate is passionate about the same principle: you will join our daily effort of being “in touch” so we craft brands and products to improve the lives of the world’s consumers now and in the future. We want you to inspire us with your unrivaled ideas.

We are committed to providing equal opportunities in employment. We do not discriminate against individuals on the basis of race, color, gender, age, national origin, religion, sexual orientation, gender identity or expression, marital status, citizenship, disability, veteran status, HIV/AIDS status, or any other legally protected factor.

Job Schedule

Full time

Job Number

R000089179

Job Segmentation

Internships (Job Segmentation)

Posted on Feb 8, 2024."
Analyst Intern,DigitalBridge,,11/3/24,https://www.linkedin.com/jobs/view/3849557008/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=KBoMIcNS0ALMR%2FqqvPdC5w%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
DigitalBridge (NYSE: DBRG) is a leading global digital infrastructure firm. With a heritage of over 25 years investing in and operating businesses across the digital ecosystem including cell towers, data centers, fiber, small cells, and edge infrastructure, the DigitalBridge team manages a $80 billion portfolio of digital infrastructure assets on behalf of its limited partners and shareholders. Headquartered in Boca Raton, DigitalBridge has key offices in New York, Los Angeles, London, Luxembourg, Hong Kong, and Singapore.

DigitalBridge APAC Pte Ltd is seeking an Analyst Intern to join our investment team in the Singapore office from June to December 2024. The Analyst Intern will be part of the investment team and will be staffed directly on current portfolio assets. They will participate in all facets of the investment process including financial modeling, due diligence and asset management, and participate in weekly pipeline meetings as well as investment committee meetings.

Responsibilities


Playing a key supporting role in analyzing new investment opportunities
Conducting a range of quantitative and qualitative analyses (e.g. strategy assessments, market analyses, financial modeling, company valuations, etc.)
Analyzing and monitoring the performance of existing investments
Assisting with the preparation of investment proposals and presentations
Participating in a training program covering a variety of topics related to Private Equity, Venture Capital and digital infrastructure investing


Qualifications


Year 2 and above undergraduate with good GPA standing / Upper Second-Class Honours or equivalent from an accredited university 
Strong interest in investing and infrastructure
Outstanding quantitative skills, including proficiency in Excel
Results-oriented, self-motivated, collaborative, and proactive with strong work ethic and close attention to detail
Superior communication and interpersonal skills
Ability to work effectively, independently, and professionally in a world-class investment organization


At DigitalBridge, we strive to create an inclusive environment where diverse employees want to work and where they can flourish professionally. In furtherance of our culture, all qualified applicants will receive consideration for employment without regard to race, national origin, gender, age, religion, disability, sexual orientation, veteran status, marital status or any other characteristics protected by law.



Posted on Mar 8, 2024."
"Data Analyst Intern - Listing and Content, Regional Operations",Shopee,,17/3/24,https://www.linkedin.com/jobs/view/3860790573/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=DAjfbce7fBDTrsxFp0%2BGfw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job Description


Apply advanced data analytical skills to devise effective detection strategies to identify problematic listings and violations within the Shopee content ecosystem including livestream and videos to mitigate risk for the platform and ensure good user experience 
Develop dashboards and automated reports to keep track of operational efficiency, strategy effectiveness and agent productivity
Work with product and Data Science teams to support the development of models for a more accurate and wider detection
Design and review operational processes to drive productivity and quality improvements among listing and content agents
Deep dive into pain points of sellers’ listing upload journey to optimise user experience 
Project manage the rollout and adoption of initiatives and features, including coordinating testing, developing training material, reporting and tracking of impact across Shopee markets


Requirements


Currently pursuing Bachelor’s degree in STEM or other subjects with a strong analytical component
Strong data analytical skills, SQL and/or Python are highly desirable
Passion for utilising data to drive informed decision-making and improve processes
Strong curiosity to understand the “whys” and “hows” and to develop the “so-what” that will help shape policies, initiatives and features
Strong communication skills for effective collaboration and clear presentation to management
Experience collaborating and working with multiple stakeholders from across teams and levels
Ability to thrive in a dynamic and collaborative environment to drive business goals and make an impact
Interest in designing operational processes and systems 
Full-time interns preferred (3-6 months)
Part-time interns who can commit at least 3 working days a week are also welcome to apply

Posted on Mar 17, 2024."
Chip Communicator Intern (IDA: 2023-00120),Continental,,15/3/24,https://www.linkedin.com/jobs/view/3856607669/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=Y%2BNrXDKZsQfUh8NJbK1JXQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job Description

As the automotive industry rapidly evolves towards autonomous and connected vehicles, the necessity for robust and secure communication systems has never been more critical. This internship project aims to investigate the potential of leveraging Physically Unclonable Functions (PUFs) to enhance the security of chip-to-chip and chip-to-cloud communications in automotive settings.

This internship offers a unique opportunity to delve into the realm of automotive security, blending cutting-edge PUF technology with real-world automotive applications. We invite ambitious candidates who are passionate about reshaping the future of automotive communication security to join us in this exciting venture.

Qualifications

Requirement:


 Background in electronic engineering or computer science. 
 Knowledge of PUFs and cryptographic principles. 
 Familiarity with automotive communication protocols would be advantageous. 
 Strong programming and simulation skills. 


Benefit:


 Opportunity to work on cutting-edge technology in the automotive domain. 
 Hands-on experience with real-world automotive hardware and communication systems. 
 Potential to co-author papers or patents resulting from the research. 
 Mentorship from industry-leading experts in both the automotive and security domains. 


Additional Information

Ready to drive with Continental? Take the first step and fill in the online application.

Posted on Mar 15, 2024."
Intern - Lab Technical (July - December 2024),ExxonMobil,,19/3/24,https://www.linkedin.com/jobs/view/3861165238/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=UoS1Bor0ZNTWQl0meI5j7w%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
About Us

At ExxonMobil, our vision is to lead in energy innovations that advance modern living and a net-zero future. As one of the world’s largest publicly traded energy and chemical companies, we are powered by a unique and diverse workforce fueled by the pride in what we do and what we stand for.

The success of our Upstream, Product Solutions and Low Carbon Solutions businesses is the result of the talent, curiosity and drive of our people. They bring solutions every day to optimize our strategy in energy, chemicals, lubricants and lower-emissions technologies.

We invite you to bring your ideas to ExxonMobil to help create sustainable solutions that improve quality of life and meet society’s evolving needs. Learn more about our What and our Why and how we can work together .

ExxonMobil in Singapore

ExxonMobil is one of Singapore’s largest foreign manufacturing investors with over S$25 billion in fixed asset investments.

We have manufacturing facilities that include an integrated world-scale refining and petrochemical complex in Jurong and Jurong Island, a network of service stations under the Esso brand, operate a lubricant plant and are a supplier of cylinder cooking gas. ExxonMobil provides customers and commercial markets in the region with ground transportation, industrial, aviation and marine fuels, lubricants, petrochemicals and liquefied natural gas (LNG).

As Singapore serves as the AP hub for some of our businesses, we employ about 3,500 people across positions in operations, projects, commercial, corporate support functions and others.

ExxonMobil also contributes to community programs in Singapore that support the arts, education, health and the environment.

For more information, visit www.exxonmobil.com.sg or follow ExxonMobil Singapore on LinkedIn and Instagram.

What You Will Do

Through our internship program, you will gain first-hand experience with an industry leader in the refining and petrochemical industry, where your work, and that of the teams, contributes to the growth and future of our business, as we provide energy, sustainable products and solutions for society. You will have the opportunity to explore your career aspirations while delivering tangible benefits throughout our business from invaluable on-the-job-experience. Beyond that, you won’t be going it alone as you will have a supervisor & buddy assigned to you who can help you navigate the organization, give advice on your development & help you learn what it takes to achieve your goals.

As part of the assessed internship, you’ll have a formal final review on project delivery and performance by your supervisor. You’ll also be asked to prepare a final presentation or report out about your project. Your internship scope would include:


 Investigation of blend failures, including understanding the root cause and developing corrective and preventive actions to achieve good blend performance. 
 Reformulation work, taking the lead to steward component availability, completion of hand blends, testing, analysis, documenting and reporting of results; to work with Technology Solution Professionals to troubleshoot and resolve reformulation issues. 
 Sample requests, to respond to sample requests from internal and external stakeholders, taking the lead to evaluate requests based on availability. 
 Conduct data verification on worksheets and calibration records based on Quality Assurance Manual requirements 
 Work on initiatives to improve the safety, quality, and/or efficiency of the plant (e.g. flush studies, homogeneity studies etc.) 



Our internship programs are assessed, and outstanding candidates may be given a full-time job offer. We prioritize our employment offers to outstanding candidates on our internship program over those without internship.

Join the ExxonMobil Internship Program and be a part of the energy transition!

About You

Skills and Qualifications

To be eligible for our Internship Program, you should be:


 Preferably in your 3rd year of study 
 A degree in Chemical Engineering or Chemistry, preferably potential Second Upper Honors and above, and / or with leadership experience in non-academic areas such as Co-curriculum activities or National Service. 



Stay connected with us:


 Learn more at our website 
 Follow us on LinkedIn and Instagram 
 Like us on Facebook 
 Subscribe our channel at YouTube 



Equal Opportunity Employer

It is the policy of the Company to provide equal employment opportunity in conformance with all applicable laws and regulations to individuals who are qualified to perform job requirements. The Company administers its personnel policies, programs, and practices in a non-discriminatory manner in all aspects of the employment relationship, including recruitment, hiring, work assignment, promotion, transfer, termination, wage and salary administration, and selection for training.

Please be informed that only shortlisted candidates will be notified, and you can find out more about our hiring process  here .

We thank you for your interest in ExxonMobil.

Nothing herein is intended to override the corporate separateness of local entities. Working relationships discussed herein do not necessarily represent a reporting connection, but may reflect a functional guidance, stewardship, or service relationship.

Exxon Mobil Corporation has numerous affiliates, many with names that include ExxonMobil, Exxon, Esso and Mobil. For convenience and simplicity, those terms and terms like corporation, company, our, we and its are sometimes used as abbreviated references to specific affiliates or affiliate groups. Abbreviated references describing global or regional operational organizations and global or regional business lines are also sometimes used for convenience and simplicity. Similarly, ExxonMobil has business relationships with thousands of customers, suppliers, governments, and others. For convenience and simplicity, words like venture, joint venture, partnership, co-venturer, and partner are used to indicate business relationships involving common activities and interests, and those words may not indicate precise legal relationships.

Posted on Mar 19, 2024."
Regional CRM Intern - Regional Brand & Growth Marketing (Summer 2023),Shopee,,19/1/24,https://www.linkedin.com/jobs/view/3611204808/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=Z4o8PDeBMherwPaEijZHAA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Job Description


Assist the Marketing Automation team with email HTMLs, data management in the platform and quality assurance of campaigns
Assist with the implementation of all CRM campaigns using Salesforce Marketing Cloud
Use Content Builder to prepare the content for the Emails
Creation and maintenance of Data Extensions in Salesforce Marketing Cloud
Support cross platform testing
Assist the Lifecycle Marketing team with campaign design and analysis of data for both pre and post-campaign analysis
Assist with regular updating of CRM communications in Salesforce Marketing Cloud across all markets
Ensure practices and guidelines are followed for email campaigns to implement growth strategies and improve EDM performance across the region
Daily/weekly updating of reports and dashboards
Assist with updating the project calendar


Requirements


Currently pursuing a Bachelor's degree or higher
Excellent communication skills
Good logical thinking
Proficiency in Excel
Familiar with HTML is a plus
Full-time interns preferred (3-6 months)
Students who can commit part-time, minimally 3 working days a week, are also welcome to apply

Posted on Apr 23, 2023."
Intern - Fab10 ADTS CMP ATE,Micron Technology,,7/3/24,https://www.linkedin.com/jobs/view/3829919563/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=q4e2PzxVf5Vu8s7IVdh3jg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Our vision is to transform how the world uses information to enrich life for all.

Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are pursuing.

JR48365 Intern - Fab10 ADTS CMP ATE

Location: 1 North Coast Drive

Project Title


Chemical Mechanical Planarization (CMP) Process Development for Yield Improvement and Costs Savings.


Description

This internship programme will give intern an opportunity to:


Be equip with the skills and knowledge required to become a successful process and equipment engineer in the CMP field
To work under the guidance of a senior engineer to design and optimize the CMP processes for high-performance chips
And to gain exposure to state-of-the-art technologies in CMP process and equipment


Scope

Interns will be able to learn:


The fundamentals of CMP process and equipment
The use various data analysis tools and techniques to solve real-world engineering and operational challenges.
To explore the latest innovations in CMP consumables (e.g. polishing pad, conditioning disk, slurry) and wafer Fabs tools, and understand how they can enhance the process performance in terms of yield, output and cost savings.
Will collaborate with a diverse and dynamic team of operators, engineers and managers from both CMP and other functional areas and contribute to the business objectives and continuous improvement initiatives.


Deliverable


To achieve process performance target through baseline improvement work, and present findings and recommendations to relevant stakeholders.


Internship Period/Duration

Aug - Dec 2024 // 4 - 6 months

About Micron Technology, Inc.

We are an industry leader in innovative memory and storage solutions transforming how the world uses information to enrich life for all. With a relentless focus on our customers, technology leadership, and manufacturing and operational excellence, Micron delivers a rich portfolio of high-performance DRAM, NAND, and NOR memory and storage products through our Micron® and Crucial® brands. Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash opportunities — from the data center to the intelligent edge and across the client and mobile user experience.

To learn more, please visit micron.com/careers

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.

To request assistance with the application process and/or for reasonable accommodations, please contact hrsupport_sg@micron.com

Micron Prohibits the use of child labor and complies with all applicable laws, rules, regulations, and other international and industry labor standards.

Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.



Posted on Feb 14, 2024."
AI Intern,Bifrost AI,,17/3/24,https://www.linkedin.com/jobs/view/3860726328/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=o1LhQWRzZyGxC7QG1DhGnQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
At Bifrost, we are building generative engines that allow users to create and control 3D worlds. Our goal is to empower everyone to create limitless 3D worlds and images. Our tool has enabled users to achieve incredible capabilities such as autonomously landing spacecraft on Mars, detecting pirates in the Atlantic Ocean, mapping the world from space, and generating synthetic data to train AI systems 10 times faster.

tl;dr


Build generative AI tooling to create & control 3D worlds. 
Backed by Sequoia Capital
Tool is used to land spacecrafts on Mars, nab pirates across the Atlantic and enable users to build AI systems 10x faster. 
Work with an exceptional team to solve impactful problems. 
Curious how it works? Watch a short demo here: https://www.youtube.com/watch?v=f82gMM0_zqQ


AI Engineer Intern

🌍 Your Main Quest

We're looking for teammates excited to learn, build, and invent technologies that push the boundaries of synthetic data for computer vision.


🎨 Build, train and deploy generative models that create images, video, 3D models, 3D scenes, and more
🎓 Stay in the loop on state-of-the-art AI research and test cutting-edge models
👾 Generate and improve synthetic data to help users build robust computer vision models
🎙️ Grow yourself as a thought leader in Generative AI and in the image/video generation community
🧠 Strategize and brainstorm new product features and direction


📜 Qualifications

Pre-requisite technical skills you’ll need for the role!


📦 Intense product focus. Focused on building the right things from day one and dedication to craftmanship. A hunger to build products users love and will buy. 
📸 General knowledge in computer vision and generative image/video/3D, and LLMs
🔥 Able to implement, test, and debug models and pipelines in PyTorch or TensorFlow
👩🏻‍🔬 Strong foundation in the scientific method. Able to formulate hypotheses and carry out tests to verify them. 
💭 Able to communicate ideas and details clearly and effectively. 


✨ Bonus

Let us know if you have one or more of the following experiences!


🎨 Experience with Generative AI for images and its community (SD, Comfy, Midjourney, etc.)
🤖 Experience with synthetic data generation, optimization, and usage. 
⚡ Experience with MLOps frameworks such as PyTorch Lightning, MLFlow, ClearML, etc. 
🖼️ Experience with classical image processing or sensor simulation
👾 Experience with computer graphics, rendering, or game engines
🖥️ Experience with multi-GPU and multi-node training and inference
🛰️ Experience with autonomous vehicle perception, sensor fusion, and/or geospatial systems


Why Bifrost?


Inclusive, judgement-free and safe space to be yourself
Small team - no red-tape and bureaucracy to wade through
Project ownership - take charge and unleash your skills!
Cool projects
Flexible working hours
Funding secured


🏄‍♀️ What it's like working with us

Enjoy a focused, dedicated working environment where we never forget how to have a bit of fun! Take the opportunity to do projects outside of your comfort zone - that's where the greatest learning happens. We love out-of-the-box thinkers and problem-solvers who relish sharing, collaboration and growth.

We've just moved to a fun shophouse office along the scenic Tras Street, an area steeped in history, and home to some of Singapore's best restaurants and bars. Work can be gruelling, but we never forget to have a lil' fun!

Learn more about our culture here: Bifrosty Culture

Hear directly from our founders about what we do: Deep Tech startups in Singapore

Join us for a front-row seat to a fast-growing early-stage startup - it's going to be a wild ride! 🚀

Posted on Mar 17, 2024."
"Intern, Product Management (Chatbot)",Workato,,13/3/24,https://www.linkedin.com/jobs/view/3854531228/?eBP=NON_CHARGEABLE_CHANNEL&refId=Eyp%2B3YvTiErTOk%2Bq8HhsBA%3D%3D&trackingId=BWv7nbvSPQ1YCTY6cfga0g%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
About Workato

Workato is the only integration and automation platform that is as simple as it is powerful — and because it's built to power the largest enterprises, it is quite powerful.

Simultaneously, it's a low-code/no-code platform. This empowers any user (dev/non-dev) to painlessly automate workflows across any apps and databases.

We're proud to be named a leader by both Forrester and Gartner and trusted by 7,000+ of the world's top brands such as Box, Grab, Slack, and more. But what is most exciting is that this is only the beginning.

Why join us?

Ultimately, Workato believes in fostering a flexible, trust-oriented culture that empowers everyone to take full ownership of their roles. We are driven by innovation and looking for team players who want to actively build our company.

But, we also believe in balancing productivity with self-care. That's why we offer all of our employees a vibrant and dynamic work environment along with a multitude of benefits they can enjoy inside and outside of their work lives.

If this sounds right up your alley, please submit an application. We look forward to getting to know you!

Also, feel free to check out why:


Business Insider named us an ""enterprise startup to bet your career on"" 
Forbes' Cloud 100 recognized us as one of the top 100 private cloud companies in the world 
Deloitte Tech Fast 500 ranked us as the 17th fastest growing tech company in the Bay Area, and 96th in North America 
Quartz ranked us the #1 best company for remote workers 


Responsibilities

The ML/AI industry has conducted a major leap forward in recent times and opened a whole new wealth of possibilities for the software vendors to rethink the user experience. We are seeking a highly motivated and curious Product Management Intern to join our dynamic team - to help with our Workbot product, both in terms of LLM-driven and scripted chat experience. As an intern, you will have the opportunity to learn and contribute to our product development process while gaining valuable hands-on experience in the tech industry. While technical experience is not mandatory, we are looking for candidates with a strong interest in technology and a willingness to learn. In this role, you will work closely with our product management team and other cross-functional teams to support the development and enhancement of our products.

Requirements

Qualifications / Experience / Technical Skills


Have a strong passion for technology and a genuine excitement to explore new tools, platforms, and methodologies. 
Are naturally curious, consistently seeking opportunities to learn and grow, and embracing challenges. 
Pay meticulous attention to detail and excel in documenting discussions and important information. 
Possess a tech background, pursuing a degree in a relevant field such as Computer Science, Engineering, Business, or a related discipline. 
Know a bit about data analysis and statistics. 


Soft Skills / Personal Characteristics


Enjoy working collaboratively in a fast-paced, dynamic environment, and possess strong organizational skills to manage multiple tasks and priorities effectively. 
Passionate about LLM hype and latest technologies.

Posted on Mar 13, 2024."
