Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet,category
Healthcare Assistant (Full Time / Short Term) #HAJT,RECRUIT EXPRESS PTE LTD,,15/3/24,https://www.linkedin.com/jobs/view/3858317225/?eBP=NON_CHARGEABLE_CHANNEL&refId=BGXgBhqys06ZFmbNl0QlQw%3D%3D&trackingId=uPg1fkoXMWoj6CWzECLFJQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Min. 3 Months Commitment / 1 Year Contract.

Students Welcome!!

Responsibilities


 Assist doctors in the consultation room
 Prepare examination rooms and assist healthcare providers during patient visits.
 Escort patients to treatment areas and ensure they are comfortable and prepared.
 Assist with basic medical procedures and perform routine tasks as directed.
 Monitor and maintain the cleanliness and organization of the clinic environment.
 Stock and replenish supplies in examination rooms and common areas.
 Coordinate with maintenance staff to address facility-related issues promptly.
 Collaborate effectively with clinic staff and healthcare providers.
 Handle patient inquiries via phone, email, and in-person communication.
 Assist with patient registration, insurance verification, and billing processes.
 Maintain accurate patient records and update information as needed.


Job Requirements

No experience needed as training will be provided!!


 Min Diploma/ A level / NITEC


--

Ready to make an impact? Apply now!

Audrey Chan Yu Jing – R1104782 at bioscience@recruitexpress.com.sg

EA License No: 99C4599

All candidates’ information will be treated with the strictest confidence.

EA Personnel No: R1104782EA

Personnel Name: Audrey Chan Yu Jing

Desired Skills and Experience
Front Office, Microsoft Excel, Customer Experience, Healthcare, Customer Care, Administration, healthcare experience, Office Administration, healthcare company, healthcare sector, Communication Skills, Customer Service, Healthcare Consulting

Posted on Mar 15, 2024.",junior
Full Time Sales Assistant (Department Store),MANGO,,15/3/24,https://www.linkedin.com/jobs/view/3859733454/?eBP=NON_CHARGEABLE_CHANNEL&refId=BGXgBhqys06ZFmbNl0QlQw%3D%3D&trackingId=AnQNLPp2lJl94Q%2FgJ8nuBw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
THE POSITION

For our MANGO store in Singapore, we are currently recruiting for Full Time employee to join our Sales team!

Your aim will be to promote the brand’s image and to maintain the highest standard of customer service at all times, to sell and gain the loyalty of our customers. You will also be involved in keeping the store tidy and organized as well as checking and replenishing stock.

Key Responsibilities:


To welcome, smile and approach customers displaying a cordial attitude and a willingness to serve
To possess good product knowledge in order to be able to advise the customer in an optimal and precise manner
To be able to serve multiple customers simultaneously and offer excellent service to all of them
 To prioritize customer service above all other tasks
To be familiar with and offer services according to the needs of customers in order to maximize sales
 To provide support by maintaining an optimal store image that is attractive to customers at all times



What Makes Us Special


40 hours work week!
Basic + allowance $2200 with guaranteed bonus
Mango apparels provided.
Employee discount on all our lines (Woman, Man, Kids & Accessories).
You will be part of a leading international company in the fashion industry, dynamic and in full innovation.
Constant development opportunities that generate on-the-job learning.
Exposure to training program with our specialized onboarding team.
Career growth opportunities.



YOUR PROFILE

We are looking for a self-motivated team player who is a vibrant outgoing person and can demonstrate excellent communication skills, a proactive attitude and enthusiasm to represent the brand through the delivery of excellent customer service in order to achieve and exceed sales targets. Previous experience of working in fashion retail is desirable.

If you like sharing responsibility, developing both professionally and personally, and wants to grow in a dynamic fashion retail company in full expansion, then this is your opportunity!

Apply now and start a long and successful career within MANGO. Join our team!

Posted on Mar 15, 2024.",junior
"Human Resource Coordinator, Office Support",RECRUITPEDIA PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3862787501/?eBP=NON_CHARGEABLE_CHANNEL&refId=FNr9%2B2Dg0sRPhThxbB%2FzCQ%3D%3D&trackingId=kQrHCrwjh3O5Y9cmBnOITA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Responsibilities


Support day-to-day administrative and coordination work to the department
In charge of filing, data entry and administrative duties
Preparation and submission of Management reports
Provide support to ensure effective information flow and communication among various internal and external stakeholders
Outreach to vendors for business procurement related matters
Forecast business related budgeting and costings
Ensure that the company's objectives and sales targets are met
Any other ad-hoc tasks as assigned


Requirements


Candidates must have a minimum of 1 - 2 years relevant office support / business operations / administrative experience
IT savvy and good in Microsoft Office
Able to work independently in a fast paced environment
Able to communicate effectively with various departments


Interested candidates who wish to apply for the advertised position, please click APPLY NOW or email an updated copy of your resume/cv.

We regret that only shortlisted candidate will be notified.

Email Address: hr@recruitpedia.sg

Desired Skills and Experience
Microsoft PowerPoint, Microsoft Office, Microsoft Excel, Interpersonal Skills, Multitasking Skills, Administration, Payroll, Data Entry, Procurement, Administrative Support, Budgeting, Team Player, Human Resources, Able To Work Independently

Posted on Mar 18, 2024.",junior
(JC) Van Sales Representative (Woodlands),Recruit Lync Pte Ltd,,18/3/24,https://www.linkedin.com/jobs/view/3862788444/?eBP=NON_CHARGEABLE_CHANNEL&refId=FNr9%2B2Dg0sRPhThxbB%2FzCQ%3D%3D&trackingId=8if8JTGTKZvvKQWlu%2F4ZaQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Overview: -


Gross Monthly Salary: UP $2800 +VB
6 Days (Monday to Saturday)


Your Responsibilities: -


Perform delivery duties and ensure timely collection and delivery of goods via chiller truck
Assist in picking, sorting and packing of goods
Collection of payment from client


You will need: -


Possess a Class 3 driving license


Interested applicants may click ""Apply Now"" to submit your application.

By submitting your personal data and/or resume, you will be deemed to have agreed and consented to us collecting, using, retaining, and disclosing your personal information to prospective employers for their consideration.

We regret to inform that only shortlisted candidates would be notified. We wish you the best of luck!

Recruit Lync Pte. Ltd. | EA Licence Number: 22C1000

Jonathan Chang Sing Erh | EA Personnel Licence: R22110541

Desired Skills and Experience
Off loading, Truck Driving, Inventory, Loading & unloading, Handling inventory, Driving License, Transportation, Class 3 Driving License, Communication Skills, Inventory and Cash

Posted on Mar 18, 2024.",junior
Global Community Specialist,Razer Inc.,,18/3/24,https://www.linkedin.com/jobs/view/3858543082/?eBP=NON_CHARGEABLE_CHANNEL&refId=rwPak%2Bp5ilPEtneT793FgA%3D%3D&trackingId=9XDS3kl6aFrl%2BGHqsOCHSg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
Joining Razer will place you on a global mission to revolutionize the way the world games. Razer is a place to do great work, offering you the opportunity to make an impact globally while working across a global team located across 5 continents. Razer is also a great place to work, providing you the unique, gamer-centric experience that will put you in an accelerated growth, both personally and professionally.

Job Responsibilities

The Global Community Specialist is responsible for growing Razer’s community at an exponential rate through various content and engagement strategies. You are required to have your hands on the pulse of gaming, esports and social media trends to ensure Razer stays in the forefront of its social media game.

Given the global nature of the position, this role may be required to work evenings, weekends and odd hours to ensure successful execution of its community efforts.


Manage day-to-day communications on the social media channels of Razer (Facebook, Instagram, Twitter and TikTok) to grow the engagement and size of these channels exponentially. This includes routine housekeeping, moderation, conflict resolution and enforcing of community house rules.
Create engaging, timely and relevant content across multiple social media channels to grow audience and increase engagement
Coordinate with internal marketing/product teams globally to develop and execute a social media and community strategy, which includes content/campaign planning and creation
Maintain relationships with online influencers/content creators through active outreach
Manage an up-to-date calendar of social content with regular stakeholder communications to ensure timely delivery
Conduct ongoing analysis and reporting of owned social media (and external channels) to provide industry/landscape insights as well as recommend suggestions for further improvement
Perform ad-hoc department administrative duties as required



Pre-Requisites


BA/BS degree relevant discipline such as Communications, Marketing, Digital Media or PR, or equivalent practical experience
1-2 years of experience in community management or social media marketing
Language Skills: Fluent English is a must and (favorably) an additional second language
Understanding of social media and livestreaming best practices, online marketing, and engagement techniques
Have a good eye for creative content, and the ability to spot emerging social trends and identify gaming/pop-cultural references
Ability to work in a fast-paced environment, focusing on generating business results
Ability to work with global teams across multiple time zones and cultures
Must be a gamer



Good-to-have(s)


Experience in building and managing social media accounts for a brand
Experience managing external agencies and vendors
Knowledge and experience in Digital Marketing, CEO, and SEM



Are you game?

Posted on Mar 18, 2024.",junior
Service Crew - Equate Coffee,EQUATE CONCEPT PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861981492/?eBP=NON_CHARGEABLE_CHANNEL&refId=rwPak%2Bp5ilPEtneT793FgA%3D%3D&trackingId=jN5nAad06r52%2B4udQCxG%2Bg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Description

JOB DESCRIPTION


 Manage and oversee daily operations of the shop, includes perform shop opening and closing duties (cashiering, store cleanliness, etc.).
 Enforce standard operating procedures and adhere to food & safety procedures.
 Conduct inventory stock check.
 Engage with customers to deliver exceptional customer service.
 Be knowledgeable of the overall menu; be able to promote and make tailored recommendations.
 Maintain cleanliness and hygiene of work areas/shop.
 Ensure safe distancing is maintained.


Requirements


 Relevant experience in the service/F&B industry is an advantage but not necessary as training will be provided.
 Friendly service, driven and passionate about work.
 Good communication and interpersonal skills.
 Responsible and maintain positive attitude with a high level of energy at all times.
 Self-driven and possess good learning attitude.
 Independent and able to multi task.
 Able to work shifts, weekends and public holidays.


Desired Skills and Experience
Always Punctual, Management Skills, Troubleshooting, Administration, Cashiering, Customer Satisfaction, Consulting, Team Player, Customer Service, Hospitality

Posted on Mar 18, 2024.",junior
Legal Associate,TAN KOK QUAN PARTNERSHIP,,18/3/24,https://www.linkedin.com/jobs/view/3861904049/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=Hv1poSid1ssDa7w4LNMQig%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
We are looking for Associate / Senior Associate who is fast, technologically savvy preferably, has knowledge of insurance law and/or experience in insurance litigation / commercial litigation for the insurance practice group specializing in insurance / commercial litigation and advisory work.

We regularly act for multi-national insurers in areas of work such as defence of claims against the insured, advising on policy liability (on issues such as material non-disclosure, condition precedent and duty of good faith), subrogation and double insurance.

If you are a dynamic and motivated individual and would like an exciting career with one of the leading law practices in Singapore, get in touch with us at recruit@tkqp.com.sg.

Desired Skills and Experience
Negotiation, Arbitration, Defence, Insurance Law, Legal Documents, Commercial Litigation, Due Diligence, Well Organised, Strong Attention To Detail, Litigation, Interpersonal Skills, Legal Research, Hearings, Legal Opinions, Compliance, Good Communication Skills, Legal Advice, Communication Skills, Team Player, Legal Issues

Posted on Mar 18, 2024.",junior
"Customer Service Coordinator (Diploma, Town, No Exp Needed, Shipping Industry)",Oaktree Consulting,,18/3/24,https://www.linkedin.com/jobs/view/3861902385/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=orca8xCXWUruEEAh4VxIcg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
do import or export documentations
 liaise with clients, agent n shipping lines
 handling of bookings
 computing monthly P&L


Qualifications

Diploma graduates with Diploma in Maritime Studies/Logistics of shipping discipline with 1 to 2 years experieence. No experience is welcome

Please submit resumes to john@oaktree.com.sg with the following details in MS Word format:


 Position applying for
 Current remuneration
 Expected remuneration
 Notice period


John Goh Meng Chye

EA License No : 06C4642

EA Reg No : R1102621

We regret that only shortlisted candidates will be notified.

Desired Skills and Experience
Microsoft Office, Microsoft Excel, Financial Management, Interpersonal Skills, Ships, Supervisory Skills, Vessel Operations, Data Entry, MS Word, Good Communication Skills, Freight, Communication Skills, Customer Satisfaction, Statistics, Team Player, Microsoft Word, Customer Service, Disposition, Shipping, Customer Service Experience

Posted on Mar 18, 2024.",junior
SERVICE CREW (FULL TIME) - Islandwide,KOPITIAM INVESTMENT PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861698843/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=JGnsiZohDmpwNmSSjjFoLA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Working Day & Working Hours

Full Time : 6 days work with rotating shifts and 8 hours per day (included break time)

Job Description


Process customers’ orders and cashiering duties.
Food/Fruits/Desserts preparation and Coffee Making.
Able to stand long hours
 Able to work rotating shift


Whats app/call: 81880535

Training will be provided

Desired Skills and Experience
Food Safety, Cooking, Food and Beverage Safety, Hygiene and Security, Coffee Making, Cashiering, Communication Skills, Team Player, Customer Service, Able To Work Independently, Customer Service Experience

Posted on Mar 18, 2024.",junior
Full-time / Freelance Art Teacher,ARTARY SG PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861900484/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=%2FR4GWGJQ0lc6kqNfMKOIqg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Our family is run by a team of energetic and fun loving team of teachers and staff. Each day presents new challenges requiring creativity, dedication, organisation, with and love. Our team is dedicated to provide the best arts programmes and experience to our children. You will be required to conduct and facilitate lessons for children aged 4 to 12 years old through a wide and creative array of arts. You may also be required to create artistic works with the team. The studio is poised for expansion in the near future. There will be great opportunities for learning and growth with our studio. You will gain valuable work experience in arts education with children, business and people management.

Our locations are at Admiralty, HarbourFront, Novena, Westgate, Tampines Mall, Bukit Panjang, Kovan City and Punggol.

Interested applicants, please submit your application on ARTARY Recruitment Frontdesk: https://artary.sg/team/


Diploma/Degree in Fine Arts, Design or related fields preferred but not required
Absolute love, patience and care for children
Able to conduct and facilitate art learning in a small group setting
Fast learner, able to handle and communicate effectively with children and parents
Independent, resourceful, selfmotivated with initiative. Honest, responsible and cheerful
Able to work over at least one weekend
Ideal for job seekers staying in Woodlands, Admiralty, Sembawang, HarbourFront, Keppel, Sentosa, Tiong Bahru, Toa Payoh, Novena, Tampines, Pasir Ris, Hougang, Serangoon, Sengkang, Punggol, Bishan, Toa Payoh, Bukit Panjang, Choa Chu Kang, Bukit Timah, Jurong, Boon Lay


Desired Skills and Experience
Water, Painting, Classroom, Teaching, Art Education, Drawing, Sketching, Artistic Abilities, Acrylic Painting, Oil Painting, Teaching Children, Team Player, Artistic

Posted on Mar 18, 2024.",junior
"Project Officer, Admin (Govt) - XY",BGC GROUP PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861900461/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=k9xSbiaoBt2Jw7md9H9acw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Key Highlights


Great exposure to the government sector
Contract Duration: 12 months.
Nearest MRT: Braddell
Salary: Up to $2,800 per month
Working Arrangement: Monday – Friday (Office Hours)


Responsibilities


Provide administrative support for fundraising license and building works approval from mosques.
Facilitation of corporate, banking, and other administrative matters for the mosques.
Management and oversight of mosque sector policy and governance including finance, human capital, building and infrastructure.
Any other administrative duties.


Requirements


Diploma or Bachelor’s Degree in any field.
Able to communicate in a clear and confident manner, written and verbal.
Strong interpersonal skills with positive disposition
Strong team player.


Interested candidates please click ""Apply Now"". We regret to inform you that only shortlisted candidates will be contacted for further discussion.

Wong Xue Ying

BGC Group Pte Ltd

EA License No: 05C3053

Registration No. R22108799

Desired Skills and Experience
Microsoft Office, Interpersonal Skills, Fundraising, Data Entry, Administrative Support, Banking, Team Player, Customer Service, Disposition, Facilitation, Able To Work Independently, Human Capital

Posted on Mar 18, 2024.",junior
Customer Service Concierge (No sales required),QUANTUM LEAP CAREER CONSULTANCY PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861903147/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=eT8XgP8R6g07TzZd%2BgkEzg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
We are looking for a Junior Concierge to join us at our boutiques to be the face of our Maison and to effectively contribute to the success of our brand. If you have a heart for luxury jewellery and passionate in serving people, we welcome you to apply now!

HOW WILL YOU MAKE AN IMPACT?

As an Ambassador of the Maison, you are responsible for upholding the brand image and to provide a consistent excellent client experience through the entire client journey.

You will handle the waiting time management by informing clients about the approximate waiting times, providing stock information, and storytelling about the Maison and the boutique

You will also ensure a smooth client flow and orientation throughout their journey in the boutique by assessing their needs and being prompt and positive in responding to their concerns

HOW WILL YOU EXPERIENCE SUCCESS WITH US?

We believe in shared success, and understanding that with your actions you elevate your team and brand.

To Contribute To Team Success You


Have strong team spirit
Maintain excellent communication in English and Mandarin
Be digitally savvy and have strong organization skills
Provides excellent service and client focused
Exercise flexibility and take the initiative to serve at the highest standard


Desired Skills and Experience
Retail, Listening Skills, retail jewellery, Lifestyle, Concierge Services, Entertainment, Assessing, Watches, Team Spirit, Luxury, retail store, Customer Focus, Team Player, Storytelling, Customer Service, Luxury Goods

Posted on Mar 18, 2024.",junior
Personal Loan Sales Specialist,VAULT PERSONNEL PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861902356/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=Us6w82i0b3tXjRAXonMqOA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Job Responsibilities


 Timely processing of bilateral and syndication loans drawdown, rollover, rate fixing, billing, repayment and facility fees collection
 Support remittance and deposits placement functions
 Perform AML screening as well as pre & post transactional handling
 Timely and proper response to internal/external stakeholder’s inquiries and on matters relating to the services provided by the Branch
 Maintain proper record of all loan files
 Perform daily reconciliation, audit confirmation, management and regulatory reporting


Job Requirements


 Diploma holder in any field with at least 5 years of relevant working experience in Loan Operations/ Credit Administration
 Strong working knowledge of back-office operations
 Working understanding of regulations, industry guidelines and best practices
 Knowledge of AML & Terrorist Financing as well as Operational Risk issues
 Meticulous and good problem solving skills
 Proficiency in Mandarin language is required as you will need to provide consultations to Mandarin speaking clients


Other Information


 Salary: $4,000 per month + commission
 Working Hours: Mon to Fri, 11am to 6.30pm, Sat 12pm to 6pm
 Location: Chinatown MRT
 Performance Bonus


Vault Personnel Pte Ltd

EA Licence No: 20C0275

Tan Li Yen

Registration Number: R23115268

Desired Skills and Experience
Analytical Skills, Loans, Administration, problem solving skills, Deposits, AML, Operational Risk, Business Development, Screening, Regulatory Reporting, Audit

Posted on Mar 18, 2024.",junior
ADMINISTRATION OFFICER,LIAN BENG CONSTRUCTION (1988) PTE LTD,,18/3/24,https://www.linkedin.com/jobs/view/3861697977/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=szV0EfdtdEu161wjOiCyyw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Job Descriptions


General administrative duties
Provide administrative supports to the team
Preparing weekly, monthly and ad-hoc reports
Storage labelling administration and logistic of documents
Other duties as assigned by the Departmental Manager


Job Requirements


Diploma Holders
Minimum 3 years' relevant experience
Knowledge in Microsoft Office


Desired Skills and Experience
Outlook, Microsoft Office, Microsoft Excel, ad-hoc reports, Provides administrative and clerical support, Logistics, PowerPoint, Microsoft Word, General Administrative Duties, Management

Posted on Mar 18, 2024.",junior
Human Resource,QUANTUM LEAP CAREER CONSULTANCY PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861902347/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=dUjsu7r7UJOy2dc7T9nlyg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Responsibilities


 Payroll: Prepare monthly payroll accurately and on time.
 Employee Records: Maintain personal, attendance, and leave records.
 Recruitment: Post jobs, screen resumes, and schedule interviews.
 Leave Management: Handle applications and balances.
 Onboarding/Offboarding: Facilitate processes.
 HR Documentation: Prepare employment and necessary documents.
 Employee Queries: Respond to HR inquiries.
 Compliance: Ensure labor law and policy compliance.
 HR Reporting: Generate reports and aid in data analysis.
 Foreign Worker Passes: Handle applications, renewals, and cancellations.


Requirements


 Detail-oriented and organized.
 Strong communication skills.
 Handle sensitive information with integrity.
 MS Office proficiency.
 Familiarity with HR software is a plus.
 Eager to learn and collaborate.


Why Join Us


 Gain HR experience and grow your career.
 Collaborative work environment.
 Competitive salary and benefits.
 Join our passionate team.


Desired Skills and Experience
Labor Law, Microsoft Office, Microsoft Excel, Data Analysis, Interpersonal Skills, Administration, Payroll, Employee Engagement, MS Office, Compliance, HR Policies, Communication Skills, Resource Management, Human Resources, Employee Relations, Performance Management

Posted on Mar 18, 2024.",junior
Medical Escort/Aide and Transport Executive (MET),Cheng Hong Welfare Service Society,,18/3/24,https://www.linkedin.com/jobs/view/3861698801/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=aeq9ntSGheLQndsWSEKypw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
The Job

This role is responsible for planning, escort and provide support to clients while they are being transported from one location to another. This role is requires to be organised and alert, in order to study the effectiveness of plans and solutions. Someone who is expected to oversee a transport team, and work with staff and partners to carry out work process.

Responsibilities


Managing client referral and conducting home visits to assess eligibility for intake into Medical Escort & Transport services.
Assist to load and unload clients / members onto the transporter using the wheelchair.
Assist in performing the National Means Testing (NMTS).
Participate in quality improvement audits and activities (If required).
Conduct daily documentation of clients’ vitals, attendances, participation in activities and other significant events or care treatments.
Daily Escort duties with clients / members for their clinical appointments.
Escort and provide support to clients during their transport from their home to the centre and vice versa.
Handling Medical Escort Transportation (MET) hotline and following up calls with clients / members.
Compiling and providing timely submission of reports to the management and relevant external agencies for continuity of care.


Other Ad-hoc Duties


Befriending with elderly of the proposed residents and assisting to their needs.
Plan and conduct social, recreational, and educational activities to elderly members.
Prepare monthly Medical Escort Transportation (MET) reports.
Prepare, revise, and improve Standard operating policies and practices for the efficient and effective operations of the Medical Escort Transportation.
Ensure safety compliance with all regulatory and standards requirements.
General Admin duties assigned, ad-hoc assignment.
Any other tasks related to the Charity’s activities as assigned by direct superior.


Requirements


At least Diploma/Degree in any discipline.
Related qualification in working with the elderly / in the social sector / training in gerontology.
Possess a good command of spoken and written English and Mandarin to liaise with Mandarin speaker clients.
Proficient in Microsoft Office.
Able to work during weekend and Public Holiday.


Desired Skills and Experience
Microsoft Office, Written English, Quality Improvement, Social Services, Caregiving, Gerontology, Administration, Compliance, Transportation, Audits

Posted on Mar 18, 2024.",junior
Class 4 Driver,PRIME SUPERMARKET LIMITED,,18/3/24,https://www.linkedin.com/jobs/view/3861902301/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=s%2FAmIXDGc2mz8SkdYfWsJw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Job Description


Loading & Unloading of goods
Ensure delivery of goods is on time and safe to customers
Ensure timely collection and delivery of goods
Clean & maintain the company vehicles in good working condition
Other ad-hoc duties as assigned


Job Requirements


Possess valid Singapore Class 4 driving licence
Strong customer service skills and positive attitude
Clean driving record
Able to speak and write simple English would be an added advantage
Must be able to work shifts
Physically fit to carry out loading and unloading duties


Desired Skills and Experience
Customer Service Skills, Class 4 Driving License, Water, Housekeeping, Unloading, Vehicles, GPS, Physically Fit, Driving License, Transportation, Time Management, Team Player, Vehicle Maintenance

Posted on Mar 18, 2024.",junior
Human Resource Assistant,ARISE & THRIVE OFFICIAL PARTNERS PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861900401/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=PIHLaJOyHkteK6WwFvDr%2Fw%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
WE HELP YOU SHAPE YOUR FUTURE.

Working in a fun open concept office with great vibes!

Job Scope


Supports human resources processes by administering tests, scheduling appointments, conducting orientation, maintaining records and information.
Submits employee data reports by assembling, preparing, and analyzing data.
Welcomes new employees to the organization by conducting orientation.
Maintains employee information by entering and updating employment and status-change data.
Answers the telephone, relays messages, and maintains equipment and supplies.
Maintains quality service by following organization standards.


Requirements


Able to be independent
Good communication skills
Confident
Orienting
Maintaining employee files


https://t.me/fastrecruitmentsg

Add this telegram group for more details of Work.

Desired Skills and Experience
test scheduling, data reports, scope, Hotels, Recruiting, Hospitality Management, Employee Engagement, HRM, Analyzing data, Training, Human Resources, Hotel Management, Employee Relations, Change, Data, Conducting

Posted on Mar 18, 2024.",junior
Commercial Diver,ARIES UNDERWATER SOLUTIONS PTE. LTD.,,18/3/24,https://www.linkedin.com/jobs/view/3861900396/?eBP=NON_CHARGEABLE_CHANNEL&refId=ywydO%2FiqJexylAusfk4NCQ%3D%3D&trackingId=7jBhV4esL67FLBnRHe6XxQ%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Roles & Responsibilities


 To perform diving operations such as underwater inspection, hull cleaning, propeller polishing, blanking, etc. of vessels and barges
 Able to use brush kart, CCTV & Underwater digital camera etc.
 Carry out maintenance and general repairs of equipment used for the job
 Ensure all equipment are in serviceable condition, and sufficient spares before every job deployment
 Any other assignments as needed


Requirements


 Possess ADAS part 1 & part 2 or KBA Level 1 & 2
 Certified in accordance with the relevant Commercial Diving Competency Standards under SS511
 Some years of experience as a commercial diver advantageous
 Proficient in written and spoken English
 Team player


Desired Skills and Experience
Negotiation, Leadership, Polishing, Strategy, CCTV, Commercial Diving, Camera, Written Communications, Team Player, People Management

Posted on Mar 18, 2024.",junior
Research Analyst Executive (Remote),VELTISTON GROUP,,19/3/24,https://www.linkedin.com/jobs/view/3863428402/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=258enM2kjmYU3CPe7MT0fA%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Join our team if you're a self-confident and highly motivated individual. Being a quick learner with robust communication skills makes you an excellent fit. Experience the flexibility of working from home with adjustable hours.

Your core responsibilities involves


Scheduling sales meetings with potential clients
Updating current clients on company developments
Handling administrative tasks tied to sales services


It's crucial to note that this position is entirely remote, demanding self-sufficiency and discipline. The salary range is $3,000 - $6,000 monthly. Candidates should possess a minimum of ""A"" Level, diploma, or degree qualifications.

Desired Skills and Experience
Negotiation, Leadership, Microsoft Excel, Interpersonal Skills, Administration, Selling, Strategy, Communication Skills, Presentation Skills, Consulting, Able To Work Independently

Posted on Mar 19, 2024.",junior
Music Coach Part/Full-Time Keyboard / Cello / Piano / Harp / Guitar,BELIEVER MUSIC PTE. LTD.,,19/3/24,https://www.linkedin.com/jobs/view/3863429198/?eBP=NON_CHARGEABLE_CHANNEL&refId=AHS5WN94FYc6EYUAShrkmw%3D%3D&trackingId=fz3TgIP%2Fwn3xH7xSc47CNg%3D%3D&trk=flagship3_search_srp_jobs,[],"About the job
This job is sourced from a job board. Learn More
Wonderful Colleagues & Customers
 Choice of work locations in East (Tampines), West (Commonwealth) or CBD (Tanjong Pagar)
 Full-Time & Part-Time Positions Available
 Christian working environment


Description


 Follow BM's guidelines for coaching instruction


OFFICIAL DUTIES


 Accountability: Coach Feedback & Submission of Student Progress Reports
 Coaching Excellence: Ensure >90% pass rate


Requirements


 Able to commit long term or to >2 year exclusive teaching contract with Believer Music
 Part-Time or Full-Time (with secondary work appointments based on skillset and experience)
 >3 years playing experience in church/band ministry


Desired Skills and Experience
Keyboards, Coaching, Violin, Piano, Classroom, Vocal, Teaching, Ukulele, Music Theory, Classroom Management, Drums, Accountability, Percussion, Singing

Posted on Mar 19, 2024.",junior
